item_id,item_idx,text_clean
twitter15_693457310824468480,1217,watch @user s weekly address on giving every student an opportunity to learn through computer science for all url
twitter15_693459931022913536,1218,the beatles rooftop concert happened 47 years ago today here are 15 things you didn t know url url
twitter15_693465666259656705,1219,turkey claims russian plane violated its airspace and summons ambassador url
twitter15_693476901772513280,1220,at least 39 migrants including children drown as boat sinks between turkey greece url url
twitter15_693481256735150082,1221,up to 100 masked men dressed in black involved in migrant attack in stockholm url url
twitter15_693484841011060737,1222,@user bernie is a socialist and he admits it hillary is a socialist and she pretends she s not @user url
twitter15_693485676881403905,1223,a sloth clings to a pole in ecuador and so much more see the week in 37 photos url url
twitter15_693487871806689280,1224,doctor of concussion fame willing to bet my medical license that o j simpson has cte url url
twitter15_693490132440129536,1225,baseball players had fight club at texas high school investigation finds url url
twitter15_693492159635443714,1226,donald trump admits he says horrible things just to keep people interested in him url url
twitter15_693492349142433792,1227,japan s first stealth fighter unveiled url url
twitter15_693501482721681408,1228,on this date in 1996 magic johnson returned to the nba more than four years after testing positive for hiv url
twitter15_693509689418588160,1229,what was your favorite moment from this week s teenwolf watch let me know url url
twitter15_693512850539683842,1230,obama gently guides michelle s hand as she maneuvers drone joystick url url
twitter15_693523133920342016,1231,quote of the day url url
twitter15_693524179597955072,1232,ben simmons could be 1st sec player since shaq to average a 20 10 t minus 2 hours till he faces no 1 ou on espn url
twitter15_693533469922693120,1233,still sobbing over @user s 1dhistoryvideo hbu url url
twitter15_693534177694609409,1234,icymi joe parsons s snowmobile sit n spin backflip was unreal see more epic xgames action on abc all afternoon url
twitter15_693537938425171968,1235,when an iowa man asked ted cruz an uncomfortable question the room went silent url url
twitter15_693549273468764160,1236,her father shot her in the head as an honor killing url via @user url
twitter15_693554007785234432,1237,one person dead many taken to hospital after shootings stabbing at denver coliseum police say url
twitter15_693554344298467328,1238,how to raise a creative child step one back off url url
twitter15_693560600471863296,1239,miami was desperate for a turnover instead nc state got this dunk and a big upset win url
twitter15_693573042111270912,1240,@user if i were in legal trouble i would call @user to find out how do you get out of it url
twitter15_693594331735683072,1241,deadline if you don t have health insurance you ve only got one more day to getcovered url url
twitter15_693595814401327104,1242,make way for leonardo dicaprio sagawards url
twitter15_693600369281253376,1243,kentucky leads kansas 46 40 at the half tyler ulis has scored or assisted on 11 of the wildcats 17 field goals url
twitter15_693605375803813889,1244,look at this stage this is what we talk about when we talk about diversity sagawards url
twitter15_693618217667928068,1245,just when we thought we couldn t love steve carell more he helps carol burnett up to the sagawards stage url
twitter15_693622130735484929,1246,saudi prince takes on trump on twitter i bailed you out twice url url
twitter15_693629063932596224,1247,leo s first sag sagawards url
twitter15_693629498177253376,1248,kate winslet and leonardo dicaprio sagawards embrace we repeat kate and leo sag awards embrace url
twitter15_693631772639145984,1249,@user started from the bottom now the whole team s here sagawards url
twitter15_693643778033344512,1250,nonwhite actors nearly swept every nominated category at the sagawards url url
twitter15_693658242044542976,1251,stephen curry is taking and making more absurdly long 3 pointers than ever url via @user url
twitter15_693662456393134080,1252,donald trump is the least favorably viewed presidential candidate since at least 1992 url
twitter15_693670046497935361,1253,the times editorial board endorses hillary clinton for the democratic nomination url via @user
twitter15_693673606279229440,1254,how 2 little known actors became the obamas url url
twitter15_693676692309700609,1255,an unexpected bond has developed between damaged parrots and traumatized veterans url url
twitter15_693686290408181760,1256,today s work world requires continuous growth and learning here s a process to decide what skill to work on next url
twitter15_693696168908423168,1257,ex president of el salvador francisco flores dies at 56 government says url url
twitter15_693711272014155776,1258,zika fever a newly emerging disease is threatening the americas url url
twitter15_693718533239365633,1259,1 billion young people will start work in the next decade only 40 in jobs that now exist url url
twitter15_693722259740069889,1260,bbc reports that broadcaster sir terry wogan has died of cancer aged 77
twitter15_693729678306189313,1261,an extraordinary broadcaster tributes paid to sir terry wogan who has died aged 77 url url
twitter15_693769968199061504,1262,dozens of people were killed in car bomb 2 suicide bombings near damascus syria state media says url
twitter15_693785810311778304,1263,america s biggest toy company is changing the most famous body in the world url url
twitter15_693792605755285504,1264,at least 45 killed in triple bombing near damascus url
twitter15_693795905049329664,1265,more than a million observations by amateur bird watchers helped collect data for this map url url
twitter15_693802524579618816,1266,@user @user broke his promise to the american people on immigration url cnnsotu url
twitter15_693803472806760448,1267,icymi this wayne selden dunk was absolutely absurd url
twitter15_693804630615166977,1268,research on which matters more leadership qualities or competence url url
twitter15_693806234026188801,1269,teenage girl made up migrant rape claim that caused uproar in germany url
twitter15_693807822971236353,1270,@user @user s emails are a very serious issue url url
twitter15_693821069879160832,1271,from @user baylor faces accusations of ignoring sex assault claims against athletes not supporting victims url
twitter15_693822949456007169,1272,german forest ranger finds that trees have social networks too url url
twitter15_693824042164436992,1273,boko haram burned children alive in attack on nigerian village witness says url
twitter15_693830499047989248,1274,boko haram burns kids alive in northeast nigeria witness says url
twitter15_693853982293254144,1275,@user it s disgraceful that this is the mosque that @user picked to be the first visit @user url
twitter15_693855615618322432,1276,happy birthday to the man who brought sexy back url url
twitter15_693866093123915776,1277,officials boko haram burns kids alive in nigeria kill 86 people url
twitter15_693873151659249669,1278,i ve got a plan to help make sure all our kids get an opportunity to learn computer science @user csforall url
twitter15_693899062098137088,1279,officials say at least 86 people died in the latest attack by nigeria s homegrown islamic extremists boko haram url
twitter15_693912520923295745,1280,phil robertson the reason i m going for @user is that cruz loves god and james madison @user url
twitter15_693916809125351425,1281,study 90 of workplace injuries caused by bare knuckle boxing url url
twitter15_693921710383337472,1282,a conversation with x japan s yoshiki and documentarian stephen kijak url url
twitter15_693925198630821889,1283,sources calvin johnson told detroit lions he plans on retiring from the nfl url url
twitter15_693926742814281729,1284,these aerial photos of dutch tulip fields are stunning url url
twitter15_693934062445187072,1285,bernie sanders and donald trump continue to hold wide leads in new hampshire primary races cnn wmur poll finds url
twitter15_697992796565741569,1286,nevada focus group of pbsdebate says @user won tonight s debate by a 25 to 9 margin
twitter15_699252269414354944,1287,a eulogy for the show that changed kids tv forever gravityfalls url url
twitter15_701175292937707520,1288,sanders won 54 of the latino vote according to the sample data compared to clinton s 43 nvcaucus url
twitter15_701514249269542912,1289,no the polling doesn t prove bernie sanders won the hispanic vote in nevada url
twitter15_701539698452393986,1290,the 2016 race no the polling doesn t prove bernie sanders won the hispanic vote in nevada url
twitter15_701975210044497921,1291,study concluded that the clinton camp has no statistical basis to back claims that it won latino vote in nv url
twitter15_705092738224525312,1293,breaking news search how can i move to canada skyrocketed following supertuesday url
twitter15_705093513076015104,1294,tons of people searching how to move to canada following trump clinton wins url url
twitter15_706665777332621314,1295,@user in 2016 we will end institutional racism and reform a broken criminal justice system demdebate
twitter15_706933939953344514,1296,bernie sanders speaking about institutional racism url
twitter15_707300612862566400,1297,obama to skip nancy reagan s funeral attend entertainment festival instead url url
twitter15_707305999971921920,1298,president petty strikes again obama will reportedly skip nancy reagan s funeral url url
twitter15_707308274270539777,1299,no one is surprised by this of course obama is skipping nancy reagan s funeral dignity isn t his strongest attribute url
twitter15_707310135291416576,1300,obama to skip nancy reagan s funeral as he did scalia s this time he ll be attending sxsw url
twitter15_707321278135463936,1301,president obama to skip nancy reagan s funeral in order to attend south by southwest url url
twitter15_707332312724283392,1302,obama to skip nancy reagan s funeral for music film festival in austin tx url via @user
twitter15_707405809181917184,1303,bachmann obama classless for missing nancy reagan s funeral url url
twitter15_707412869860696064,1304,bachmann slams classless obama for skipping nancy reagan s funeral url url
twitter15_707420972173955072,1305,obama skipping nancy reagan s funeral to attend sxsw url url
twitter15_707786906189303808,1306,meet kenny the tiger he was born with down syndrome he s proof you don t have to be perfect to be beautiful url
twitter15_711994705333112832,1307,keith richards once pulled a knife on donald trump says rolling stones ex event promoter url url
twitter15_712223438698627073,1308,keith richards once pulled a knife on donald trump claims rolling stones former promoter url url
twitter15_714503380476026880,1309,open letter to trump voters from his top strategist turned defector amazing first person account url via @user
twitter15_714531423273746432,1310,an open letter to @user from his top strategist turned defector url url
twitter15_714555825122107392,1311,an open letter to trump voters from his top strategist turned defector url @user @user @user
twitter15_714560810266132480,1312,letter to trump voters from his top strategist turned defector i don t know if this is real but it s believable url
twitter15_714598641827246081,1313,an open letter to trump voters from his top strategist turned defector url via @user
twitter15_714755546285477888,1314,donald spunktrumpet s former communications director stephanie cegielski has resigned and written this url
twitter15_714811995573325828,1315,an open letter to trump voters from his top strategist stop supporting him he doesn t want to win url
twitter15_714851393861881857,1316,trump s top strategist stephanie cegielski has quit his campaign just wrote an open letter to trump supporters url
twitter15_714998347111669760,1317,we must address the political marginalization and institutional racism affecting people of color read my plan url
twitter15_715253497462145024,1318,just in donald trump to @user there has to be some form of punishment for women who have an abortion
twitter15_715254040289021952,1319,donald trump tells chris matthews women deserve some form of punishment for abortion url url
twitter15_715255507506892800,1320,update donald trump advocates abortion ban and some form of punishment for women who have an abortion url @user
twitter15_715268937873760256,1321,donald trump goes full anti woman punishment for women who abort url url
twitter15_715515982584881152,1322,craigslist ad get paid 15 an hour to protest at the trump rally url url
twitter15_715671763808493569,1323,craigslist ad allegedly posted by bernie supporters offered 15 to protest at trump s rally in wisconsin trump already creating jobs
twitter15_716092408920936448,1324,international criminal george soros his boi @user are sooo busted fauxprotests ringers @user url
twitter15_716416753409081344,1325,hearing that bernie sanders flipped clark county in nevada at state convention may have won the entire state feelthebern
twitter15_716424773216022530,1326,it seems @user has won back nevada don t let @user dems rig it against @user feelthebern url
twitter15_716439952922312704,1327,we officially won clark county 70 of the population of nevada and washoe county 5 6 for @user 4 for hillary bernietakesnevada
twitter15_716448280201269248,1328,bernie sanders has won the nevada caucus nvcaucus url
twitter15_716451800581279744,1329,it s official @user actually won nevada today came down to 2 factors 1 enthusiasm 2 organization url
twitter15_716457799392342018,1330,bernie sanders has actually won nevada not hillary clinton the people have spoken url url
twitter15_716461257025581056,1331,@user is pulling magic tricks out of a hat in nevada we just officially won url
twitter15_717081129627553792,1332,this is kenny the tiger with down syndrome this proves you don t have to perfect to be beautiful url
twitter15_722885778448121857,1333,a new transgender bathroom policy at @user is real and it s fabulous url url
twitter15_723365789378584578,1334,landmarks around world turn purple in honor of prince princerip purplerain url
twitter15_723477822950395904,1335,purple pain landmarks across globe light up in fitting prince tributes ripprince url url
twitter15_723511860516016128,1336,all in purple memorials and landmarks across the globe honor prince after his death url url
twitter15_723521076446142465,1337,when your two favorite landmarks go purple in honor of the world missing prince beautiful url
twitter15_723644048867774464,1338,niagara falls turned purple on the day prince died url url
twitter15_723772395211862016,1339,niagara falls turned purple on the day prince died url url
twitter15_724320681517670400,1340,340 000 pledge to boycott target over transgender bathroom policy url url
twitter15_724348906096590849,1341,340 000 pledge to boycott @user over transgender bathroom policy url url
twitter15_724603564946010112,1342,twenty five stories proving target s pro trans bathroom policy is dangerous url
twitter15_724661834419048448,1344,hey guys target isn t backing down check the usa today article about the boycott url
twitter15_724703995147751424,1345,american family association gets 500 000 to sign petition boycotting target over its transgender bathroom policy url
twitter15_725983128444129280,1346,starve the beasts destroying our civilsociety target stock sinks 1 5 billion url url
twitter15_726043971911213057,1347,target boycott crosses 1 million signers stock sinks by 1 5 billion url
twitter15_726086935903494144,1348,target boycott crosses 1 million signers stock sinks by 1 5 billion breitbart url
twitter15_726190016435728385,1349,target boycott crosses 1 million signers stock sinks by 1 5 billion url
twitter15_726442550266044416,1350,because target believes men can pee with girls their stock has taken a huge hit good keep boycotting target url
twitter15_727116900983934976,1351,@user stock plunges in early days of @user boycott url
twitter15_727172374999666688,1352,we should pick a company a month 1 1 million families join afa s target boycott stock takes 2 5 billion hit url
twitter15_727179214546456577,1353,target s stock has taken a 2 5 billion hit over its insistence on insulting regular customers url
twitter15_727187859367546880,1354,good news target stock plummets lbgtq bathroombill url tcot pjnet rednationrising url
twitter15_727588444000526336,1355,payments to hard drive destruction company url
twitter15_727623131494387714,1356,clinton campaign made payments to hard drive destruction company destruction of 14 hard drives @user url
twitter15_727834854931435522,1357,evidence destroyed campaign made payments to hard drive and document destruction company url makeamericagreatagain
twitter15_727854332188577792,1358,perhaps media should ask hillary about this clinton campaign made payments to hard drive destruction company url
twitter15_727966590084485120,1359,@user will reportedly pose nude for sports illustrated url url
twitter15_727982226290442240,1360,surprise @user stock drops since transgender bathroom policy url url
twitter15_728013148788154368,1361,report caitlyn jenner will pose nude for sports illustrated url url
twitter15_728038172270198787,1362,caitlyn jenner will pose nude on the sports illustrated cover nothing says sexy like a 66 year old chick with balls
twitter15_728101712762834944,1363,caitlyn jenner about to post nude for cover of sports illustrated
twitter15_728207861050970112,1364,caitlyn jenner will pose nude on the sports illustrated cover her balls will be censored by a sad michael jordan face
twitter15_728273551883534336,1365,caitlyn jenner will pose nude on the sports illustrated cover her balls will be censored by a sad michael jordan face
twitter15_728625967921401856,1366,the retail giant has taken huge hits as consumers react to their misguided bathroom policy url url
twitter15_728631482722308096,1367,afa rios target s transgender bathroom policy is push from the left to deconstruct the family url via @user
twitter15_729647367457230850,1368,leading causes of death in the u s 1 heart disease 2 cancer 3 medical error url url
twitter15_730516765525082112,1369,a canadian teen didn t find a lost mayan city url url
twitter15_730939370765754368,1370,ca grand dragon endorses hillary clinton on behalf of the kkk trump2016 url url
twitter15_731166399389962242,1371,ca kkk grand wizard endorses @user neverhillary trump2016 url
twitter15_732004388181434368,1372,target s new transgender policy raises all sorts of questions url
twitter15_732971411157880832,1373,here s an interesting look at tgt target s stock price since it implemented it s transgender bathroom policy url
twitter15_733242244522725376,1374,target backlash over transgender bathroom policy hits boiling point url boycotttarget url
twitter15_740748123581087745,1375,first female candidate for president was not @user it was victoria woodhull in 1872 nhpolitics tcot url
twitter15_740791134146965504,1376,dear @user you re not the 1st woman presidential candidate victoria woodhull is look @user url
twitter15_741995157969592321,1377,orlando shooter muslim omar mateen was a registered democrat url
twitter15_742012307694223361,1378,orlando oh look the muslim shooter was also a democrat url
twitter15_742050150307246080,1379,shooter in orlando was a muslim b registered democrat voter c isis d homophobic e ready for hillary url
twitter15_742055437932040193,1380,because the orlando shooter who murdered gay people was a registered democrat and muslim the media is going silent url
twitter15_742114513726623744,1381,a tweet from @user about the orlando shooting url url
twitter15_742571519105077248,1382,considering the orlando shooter was a registered democrat i d like to just put these back here url
twitter15_742678930516123650,1383,gay muslim democrat terrorist threatened to kill his classmates when he was 10 but nra or something url
twitter15_743058135300988932,1384,so now we know orlando shooter was a gay muslim registered democrat no wonder liberals are trying to blame the gun orlandoshooting
twitter15_743126914794037248,1385,people blame the massacre in orlando on the nra newsflash the orlando shooter wasn t a nra member but he was a registered democrat
twitter15_744390771869102080,1386,one of the men who wanted to copy the orlando shooter was stopped in l a he was a liberal democrat and berniebro url
twitter15_745236050407194624,1387,the big one large scale motion detected along san andreas fault url url
twitter15_745365403237376000,1388,causes of death in usa in 2016 through june 15 url
twitter15_747275598347837440,1389,newsflash the orlando shooter was a muslim and a democrat not a republican or christian gaypride2016 url
twitter15_747443219487678464,1390,nyc pride parade after orlando republican hate kills no the orlando shooter was a muslim democrat url
twitter15_748543642323783681,1391,obama cuts military pay third year in a row while pushing 15 min wage for burger flippers url url
twitter15_748558349139058688,1392,obama cuts military pay 4third year in a row isis 2nd terrorist attack in a week wakeupamerica r u ok w this 2a url
twitter15_748640007934590976,1393,what s the no 1 killer of americans these rankings have changed little over the years url url
twitter15_749286768554438658,1394,what s the no 1 killer of americans these rankings have changed little over the years url url
twitter15_751856580874960897,1395,should say labor unions aligned with @user stopped dems from saying no tpp they don t speak for nurses url
twitter15_752875379765968897,1396,ted cruz is apparently riding with the president on air force one en route to dallas man barack obama is a saint
twitter15_752965545528528898,1397,homicide is among the top five causes of death in adolescents url endviolence url
twitter15_755447443009916929,1398,police shut down restaurant after officer cuts mouth on shards of glass found in sandwich url url
twitter15_755475529294352385,1399,ohio police officer hospitalized after eating shards of glass in sandwich from columbus restaurant blackliesmatter url
twitter15_755523157700648960,1400,ohio police officer served sandwich containing shards of glass officer has been hospitalized rncincle url
twitter15_755548076438196225,1401,colombus ohio police officer served sandwich with shards of glass url
twitter15_756282236375277568,1402,laziness is a trait in blacks 1991 book quotes trump as saying url url
twitter15_757190314880884736,1403,donald trump laziness is a trait in blacks it really is i believe that it s not anything they can control url
twitter15_757367391202471937,1404,laziness is a trait in blacks 1991 book quotes trump as saying url url
twitter15_757450526153900032,1405,victoria woodhull ran for us president 144 years before hillary clinton url url
twitter15_757748522481491968,1406,tim kaine his besties the muslim brotherhood url demsinphilly dncconvention url
twitter15_758825535480864769,1407,hillary clinton is lying clinton is not first woman nominated for president it was victoria woodhull in 1872 to url
twitter15_759653274605740032,1408,poll five percent of americans would vote harambe the dead ape for president url url
twitter15_760109079133990912,1409,after school satan clubs url
twitter15_760120409429643266,1410,pray for parents and school leadership to have wisdom to refuse these after school satan clubs url
twitter15_760928376668454912,1411,before hillary clinton there was victoria woodhull a pro life feminist who ran and was nominated for president url
twitter15_761027420849745920,1412,after two weeks thousands of gravity falls fans completed this global scavenger hunt url url
twitter15_761355585724055553,1413,every summer since taking office our interns surprised @user with a birthday card tbt to the 1st one from 2009 url
twitter15_761381302260031489,1414,happy birthday @user url
twitter15_761675705956655109,1415,exclusive angelina jolie will be a visiting professor at georgetown university url url
twitter15_762775964224847872,1416,watch @user and @user share their favorite olympic memories and cheer on teamusa url url
twitter15_763404633217835009,1417,kendall jenner and a ap rocky are full on dating exclusive details url url
twitter15_763428684850094080,1418,breaking video hillary surrogate calls for the assassination of julian assange url
twitter15_763430916236640256,1419,hillary surroagte bob beckel calls for assassination of julian assange url
twitter15_763524712853102596,1420,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated dncleaks url
twitter15_763738618573623297,1421,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated i do not url
twitter15_763896522790440960,1422,layton police officer hospitalized after subway worker serves him meth and thc in his drink video url
twitter15_764158239089029120,1423,young people have the power and potential to change the world happy youthday url url
twitter15_764368020391223296,1424,video clueless hillary clinton calls for americans to respect and empathize with isis url
twitter15_764449685897568256,1425,happy lefthandersday url
twitter15_764473554431725568,1426,we ve only got one planet watch @user share the progress we ve made to protect it actonclimate url
twitter15_764505291853627392,1427,rip kenny baker the actor behind legendary star wars droid r2 d2 url url
twitter15_764573523713011713,1428,we ve set the first ever national standards limiting the amount of carbon pollution power plants can emit @user url
twitter15_764620072228970496,1429,ibtihaj muhammad wins bronze in fencing becomes first u s olympian to compete in a hijab url url
twitter15_764653644138450945,1430,hard work focus and a dream that s the spirit of @user tonight we congratulate him and all of @user on making history
twitter15_764753085675761664,1431,nigerian islamist group boko haram releases video purporting to show kidnapped chibok schoolgirls url
twitter15_765141361033109504,1432,man who died after being shot with taser by police in shropshire believed to be ex football star dalian atkinson url
twitter15_765631087867367426,1433,good news 185 businesses answered @user s call to give americans with a criminal record a fair chance at a future url
twitter15_765735409984806912,1434,trump dems failed and betrayed the africanamerican community trump laziness is a trait in blacks it really is url
twitter15_765863022506151937,1435,irish and european ioc chief patrick hickey arrested in rio over illegal olympic ticket sales brazil media report url
twitter15_765887221736046592,1436,whiteliberalproverbs i ll have them n ggers voting democratic for the next two hundred years lbj founder of the modern welfare state
twitter15_765934198297362432,1437,judge issues search warrants seizure of passports for 2 us swimmers including ryan lochte around alleged robbery url
twitter15_766299560415223808,1438,us olympic swimmers invented robbery story to cover up petrol station altercation rio police sources tell bbc url
twitter15_766299795833102336,1439,after initial dq us women reinstated will re run 4x100m relay in bid to make final url url
twitter15_766307327922335745,1440,us justice department will phase out use of privately owned prisons citing safety concerns url
twitter15_766316494695305218,1441,url to end operations next week url
twitter15_766358933296517121,1442,american swimmers who claimed that they were robbed in rio should apologize to residents brazilian police said url
twitter15_766452700049473536,1443,olympics usain bolt wins 200m gold staying on track for 3 golds in 3 events at 3 olympics url url
twitter15_766638613320859648,1444,donald trump s campaign chairman paul manafort resigns url
twitter15_766719302401613825,1445,dog dies after protecting 8 month old baby girl from house fire in baltimore url url
twitter15_766789709045518336,1446,donald trump goes to louisiana flooding site spends a minute handing out play doh leaves url whereshillary
twitter15_766808183696351233,1447,laziness is a trait in blacks trump according to former president of trump plaza hotel and casino @user url
twitter15_766989078294306816,1448,report more american fifth graders taking gap year to unwind before middle school url url
twitter15_767068504277344260,1449,older brother of syrian boy in iconic image dies of injuries from airstrike on family home url url
twitter15_767094580634202112,1450,as fdr once said there is nothing so american as our national parks @user nps100 findyourpark url
twitter15_767154835993063425,1451,olympics matthew centrowitz wins men s 1 500m race first gold for us in event since 1908 url url
twitter15_767170849472405508,1452,olympics us women win 6th straight 4x400m relay gold giving allyson felix 6 career golds url url
twitter15_767218194385866752,1453,ufc202 was conor mcgregor s first fight ever to go into the championship rounds he made the most of it url
twitter15_767223774072676354,1454,former 3 doors down guitarist matt roberts has died at age 38 according to his father url url
twitter15_767300637012951040,1455,iraq executes 36 jihadists over 2014 massacre of up to 1 700 army recruits at camp speicher url
twitter15_767330549262278658,1456,part 1 nate diaz part 2 conor mcgregor can we expect a trilogy url
twitter15_767355611277168642,1457,amid the chaos of winning gold @user found a moment with his son url
twitter15_767355933919997952,1458,suicide bomber who killed at least 50 in turkey was aged 12 14 state run news agency quotes president as saying url
twitter15_767360696761905153,1459,this is @user asking you to watch the vma weekendbrunch that s starting right now url
twitter15_767444114229059584,1460,halftime in rio usa 52 serbia 29 kevin durant 24 we see you kd url
twitter15_767462297270968321,1461,this was team usa s largest margin of victory in a gold medal game since the dream team beat croatia by 32 in 1992 url
twitter15_767463109778894848,1462,a golden send off in his final olympics carmelo anthony becomes the first man to win three hoops gold medals url
twitter15_767482587879051265,1463,crowd chants do your job at cnn crew url
twitter15_767515401831997440,1464,keep it says simone biles throwing gold medal to adoring men s gymnastics team url rio2016 url
twitter15_767520433247809536,1465,hugs @user @user during the closingceremony photo rob schumacher @user url
twitter15_767528171520524288,1466,japanese prime minister shinzo abe at rio2016 closing ceremony is all our super mario dreams url
twitter15_767580827513397252,1467,mexican president pena nieto plagiarized law thesis report says url url
twitter15_767668607803359234,1468,our quote of the day is from american writer dorothy parker url
twitter15_767710245779103744,1469,in a historic first the international criminal court has classified destroying cultural artifacts as a war crime url
twitter15_767715489485205505,1470,nothing to see here just nuggets forward wilson chandler catching a 350 pound fish url url
twitter15_767715524222578688,1471,college graduate first person in family to waste 160 000 url url
twitter15_767737100347191297,1472,@user s son eric slams @user @user for their response to flooding in louisiana url
twitter15_767768054163996672,1473,it wasn t even close url
twitter15_767823175480647681,1474,mike pence when donald trump becomes president we won t be pay ransom to terrorists or terror sponsoring states url
twitter15_767845555313774593,1475,minor leaguer hits grand slam later finds out that he broke his own windshield url url
twitter15_774833492865593344,1476,nurses save lives of all different races and colors but @user thinks we belong in a basketofdeplorables url
twitter15_775672628493357057,1477,clinton hides failing health full disclosure now covert doctors and nurses url via @user maga @user
twitter15_778299287293816832,1478,will ny ag investigate clinton campaign credit card fraud re elderly donors url url
twitter15_778530869208190976,1479,hillary overcharges poorest campaign donors @user @user @user @user @user us usa url
twitter15_778572032531427332,1480,massachusetts court finds that it s reasonable for black men to run from police to avoid racial profiling url
twitter15_778625026144792577,1481,massachusetts court finds that it s reasonable for black men to run from police to avoid racial profiling url
twitter15_778681502825451520,1482,black men have legitimate reason to run from police massachusetts supreme court url url
twitter15_778689027918618625,1483,black men may have cause to run from police massachusetts high court says url
twitter15_778949749156245504,1484,a black man who runs from police merely might be trying to avoid the recurring indignity of being profiled url
twitter15_780436430732525569,1485,well this is a new one chelsea clinton implies that marijuana can kill you 2016 y all url mmot p2 tcot tlot
twitter15_780882510645370880,1486,chelsea clinton implies here that marijuana can kill you uhh url
twitter15_80080680482123777,1487,seriously racist mcdonald s sign is obviously a hoax url
twitter15_80084555733803009,1488,hoax mcdonald s issues official statement on racist sign updated url seriouslymcdonalds
twitter15_91728807081426944,1489,psa please do not drink any pepsi soda a worker from that company has put blood contaminated with aids inside the bottles please rt
twitter16_498430783699554305,1490,witness police allegedly stopped mike brown after yelling at him to walk on sidewalk ferguson url
twitter16_500378223977721856,1491,oh so now the ferguson police chief says the cop didn t know about the robbery when he stopped mikebrown the kid was jaywalking bs
twitter16_524922729485848576,1492,only photo i will tweet cpr being performed on the soldier now i heard four shots ottawa url
twitter16_524923462398513152,1493,shots fired on parliament hill after a man walked up with a gun i m locked in a security office on parliament hill
twitter16_524923676484177920,1494,breaking shooting on parliament hill rcmp have weapons drawn cdnpoli url
twitter16_524925050739490816,1495,breaking news soldier shot at national war memorial in ottawa url
twitter16_524925215235911680,1496,breaking news shots fired at parliament hill follow developing story url url
twitter16_524925987239120897,1497,soldier shot at national war memorial in ottawa url cdnpoli hw
twitter16_524926235030589440,1498,breaking news at least 3 shots fired at ottawa war memorial one soldier confirmed shot url url
twitter16_524931324763992064,1499,very reliable source on parliament hill tells me the assailant has been killed cdnpoli ottnews
twitter16_524932935137628160,1500,the gunman in ottawa has been shot and killed i m at a loss for words this morning that isn t my canada
twitter16_524935485370929152,1501,shooting in canadian parliament comes day after isis inspired radical drove in2 canadian soldier also reports of shooting at war memorial 1
twitter16_524936872666353664,1502,more shots fired just off parliament hill police telling everyone to take cover
twitter16_524941132237910016,1503,here s that dramatic video via @user of shots fired inside parliament building url ottawa shooting
twitter16_524942470472548352,1504,the university of ottawa just a five minute walk from the hill is now on lockdown
twitter16_524943490887991296,1505,confirmed 1 shooter shot dead at parliament hill but there is more than 1 suspect cbcott ottnews
twitter16_524944399890124801,1506,recap gunman shot dead inside parliament buildings police believe there may be others on loose cdn soldier shot earlier at war memorial
twitter16_524947674164760577,1507,breaking news new york times is reporting the canadian soldier who was shot has died from their injuries heartbreaking cdnpoli ableg
twitter16_524952883343925249,1508,watch video showing gunfire inside canada s parliament in ottawa url url
twitter16_524959809402331137,1509,senior u s official canadian government has informed u s that one shooter is dead in ottawa live blog url
twitter16_524962142563610625,1510,breaking rick hughes at cbc hamilton the soldier who was shot in ottawa wednesday morning is a reservist serving in hamilton
twitter16_524965775036387329,1511,hero @user kevin vickers head of security in parliament being credited for taking down shooter ottawa url
twitter16_524966904885428226,1512,breaking update canadian soldier injured at parliament hill shooting dies url ottawa
twitter16_524969201102901248,1513,mps credit sergeant at arms for saving lives in parliament hill shootings url url
twitter16_524975705206304769,1514,nhl cancels tonight s game between ottawa and toronto due to today s shootings senators were to host maple leafs
twitter16_524980744658382848,1515,rcmp to hold news conference on ottawa shootings at 2 pm et 11 am pt watch live coverage @ url
twitter16_524995771587108864,1516,this afternoon we ve lowered our flags to half mast in honour of the canadian reservist who lost his life in ottawa url
twitter16_525019752507658240,1517,isis media account posts picture claiming to be michael zehaf bibeau dead ottawashooting suspect canada url
twitter16_525023025792835585,1518,ripnathancirillo rt @user soldier killed at war memorial identified as cpl nathan cirillo ottawashooting url
twitter16_525025279803424768,1519,the soldier shot dead in wednesday s ottawa attacks has been named as cpl nathan cirillo of hamont ottawashooting url
twitter16_525025463648137216,1520,breaking a source confirms to cp24 that the deceased soldier in ottawa is cpl nathan cirillo cirillo was a member of the hamilton argylls
twitter16_525028734991343617,1521,ctv news confirms that canadian authorities have provided us authorities with the name michael zehaf bibeau in connection to ottawa shooting
twitter16_525049639016615937,1522,this is the soldier who died today at the ottawa war memorial his name is cpl nathan cirillo rip ottawastrong url
twitter16_525056576038518785,1523,soldier killed in canada shooting was a young reservist with a six year old son url url
twitter16_525058976376193024,1524,our thoughts and prayers go out to nathan cirillo who died today in ottawa while protecting his country at age 24 url
twitter16_525060425184858112,1525,the canadian soldier killed in today s ottawa shooting is cpl nathan cirillo a family source told cnn live blog url
twitter16_544268732046913536,1527,breaking hostages are being held and a siege is taking place at sydney s lindt chocolat cafe in martin place
twitter16_544269749405097984,1528,breaking live coverage of hostage situation unfolding in sydney s martin place url url
